baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSSSCG00000000002	24.7695628936752	1.10357947732645	1.23936602821482	0.890438701886995	0.373230368977523	0.872897084449061
ENSSSCG00000000003	83.1137168377191	-0.0219660315243178	0.450156110040077	-0.0487964753435472	0.961081491098679	1
ENSSSCG00000000005	22.3548347378432	-2.00583250072922	0.979188603375202	-2.04846389532644	0.0405145663133325	0.416601533146035
ENSSSCG00000000006	45.329148743145	-1.13735283029218	0.671216614899497	-1.6944646557393	0.0901770224402794	0.624190185482218
ENSSSCG00000000007	58.9429047085925	0.500756913833373	0.496813902420704	1.00793659636628	0.313484901387155	0.84952068219806
ENSSSCG00000000010	541.095065849623	-2.62001819130013	0.389572875405065	-6.72536091886768	1.75157729052093e-11	5.68928985649679e-09
ENSSSCG00000000014	9.68047076475205	4.11192244396777	1.89902972154538	2.16527545478415	0.0303665969071381	0.3512838849703
ENSSSCG00000000018	252.285478828457	0.659422709797663	0.393735193445164	1.67478732095992	0.0939759674266541	0.634349405064035
ENSSSCG00000000019	140.652870207023	0.416606012683781	0.319250632168364	1.30494968750469	0.191909980376954	0.780772742085537
ENSSSCG00000000020	18.7621379708256	-0.62125476438861	0.944647208425921	-0.657657968866299	0.510757936184377	0.926417784467061
ENSSSCG00000000021	25.9147261460606	2.7577950069958	1.11136002223233	2.48145960969189	0.0130845538275732	0.20353418850143
ENSSSCG00000000022	108.059624500856	-0.400784985421826	0.493281167336842	-0.812487911479794	0.41651172026312	0.902903407412428
ENSSSCG00000000024	22.6114387850249	2.41638027982946	0.944085933215547	2.55949187972676	0.0104825304772503	0.174499915522451
ENSSSCG00000000025	184.683728353068	-0.329483956963569	0.338809020879445	-0.972476931423869	0.330813335778902	0.861641091907262
ENSSSCG00000000026	3.16762868241284	5.78402155656684	3.47393972131265	1.66497464566867	0.09591781430746	0.638274348616928
ENSSSCG00000000028	5.54872471084453	1.86873793513466	2.09938883463389	0.89013426398476	0.37339379669024	0.87297222960831
ENSSSCG00000000029	33.5539366043264	-0.861398886835619	1.13201987323832	-0.760939721289037	0.446693071969837	0.917979977353195
ENSSSCG00000000031	13.0820819921813	0.116848298666212	1.34189593544094	0.0870770195960217	0.930610291695594	1
ENSSSCG00000000033	32.8127287286592	2.02242126021404	1.01534039082433	1.99186526852545	0.0463858426094688	0.445160509939059
ENSSSCG00000000034	240.52536650266	0.63740913088604	0.39733551928667	1.60420878563882	0.108668038805572	0.669351902891903
ENSSSCG00000000035	34.6464292125649	-0.0110392693592493	0.756279906157156	-0.0145968037354616	0.988353849231653	1
ENSSSCG00000000036	322.84025379843	0.60373585915925	0.222629974337956	2.71183546130571	0.00669117974988877	0.126428080537372
ENSSSCG00000000037	82.1808614555044	-1.51931007559333	0.445317888810767	-3.41174274325849	0.000645490002778179	0.0222649168594183
ENSSSCG00000000038	117.570731487784	0.767750656642439	0.417216098338133	1.84017505484703	0.0657425410203862	0.536559823272575
ENSSSCG00000000039	136.294581145775	0.606511693793843	0.357649839857341	1.69582543091804	0.0899189448612436	0.623468485792674
ENSSSCG00000000040	19.1093901717141	0.641261227520272	1.66085772153706	0.386102445263528	0.699420798944245	0.988430459412618
ENSSSCG00000000045	10.9663033951462	-0.26713328008268	1.31399818283692	-0.20329805898661	0.838902072555851	1
ENSSSCG00000000046	9.31902063836192	2.48066666092199	2.14501540459761	1.15647964840017	0.247485019334122	0.819364308641208
ENSSSCG00000000050	157.295610517873	0.738426774065245	0.411887875722421	1.79278589536072	0.073007165661274	0.564205845026855
ENSSSCG00000000057	3.09434902149098	4.89061069127724	3.68915477124814	1.32567240859418	0.184948230454343	0.776805344783912
ENSSSCG00000000058	32.0729485390539	-1.14674366983729	0.755726967846206	-1.51740472237674	0.129164532379683	0.708359350169464
ENSSSCG00000000059	39.2916878225127	0.344724267651318	0.80379913240909	0.428868673468377	0.668018798912076	0.988430459412618
