Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4
ENSSSCG00000007146	2054.25475003034	2.93492932688408	0.532279372146429	5.51388890959442	3.50990193840286e-08	5.13022309753841e-05	148.823260609527	709.138516669429	441.211745628699	645.265577207422	407.511552732885	2444.56036246415	834.34010621704	1450.30582794033	3371.36637200807	3943.24561429298	5721.21688257306	6439.92018565818
ENSSSCG00000007431	5982.47158507291	1.06034993016216	0.290766498606357	3.64674037498959	0.000265588027194181	0.0306162753846148	2892.10550296802	5872.95626078045	2904.0952212277	4581.79142557975	4792.88377483148	9415.72631948625	3162.39034060983	5013.48279509731	8735.77152792124	8652.02587056487	8808.7149521517	8001.91521527311
ENSSSCG00000007448	74.9393929314869	5.7209486158892	1.61419736654192	3.54414443640504	0.000393889396417899	0.039901775836136	3.18338525367972	0	1.88149998135906	2.70551604699129	2.05468009781287	1.20838376790121	0	0	286.356147112803	135.718052871606	345.831768233801	126.85694096449
ENSSSCG00000007797	1960.16960764382	2.81642650425309	0.815946674046161	3.45172864090105	0.00055700760707682	0.0498557108242433	136.089719594808	987.636552306878	359.36649643958	629.032480925474	165.744194556905	711.738039293815	414.584288316525	343.152718218025	5037.0046277142	5021.56795624941	6673.75351588754	4373.80670368871
ENSSSCG00000007854	489.339982349196	-1.64674844497989	0.407387147678207	-4.04221992364041	5.29475369799105e-05	0.0107273806853456	1173.07746598098	679.483633245071	534.345994705972	1314.88079883777	208.207583245037	441.060075283943	290.467578300767	302.147047487569	223.357794747986	315.968591841707	193.905673518374	209.589728550026
ENSSSCG00000008157	7.96899302173449	-3.12136192794921	0.853936652088961	-3.65526168751922	0.000256919773537795	0.0300419961480222	10.3460020744591	25.7868551516156	3.76299996271811	77.1072073392517	0	4.83353507160485	0.861921597331653	5.39548299084945	0	1.06029728805942	0.999513781022547	7.72172684131676
ENSSSCG00000008164	3189.92401048391	-1.3195805237891	0.364668571000637	-3.61857486146455	0.00029622981309644	0.0325696416317929	6560.16116152048	5029.72609732262	2799.67197226227	8608.95206152628	1262.25847342304	1854.86908372836	1723.84319466331	2712.8488477991	2523.75217655417	2336.89522288296	1398.31977965054	2638.62437206138
ENSSSCG00000008336	1594.0311809673	2.6266204341548	0.738784127001464	3.55532873292173	0.0003775067902021	0.0385559108835237	204.532502548922	639.514007760067	254.943247474152	799.479991885925	175.332701680031	635.609861916038	286.157970314109	604.294094975138	3279.73240493197	4004.74285700043	3820.14167106817	6080.30833561971
ENSSSCG00000008572	67.3738140135394	2.52966500244567	0.559530768709995	4.52104717722288	6.15344712618259e-06	0.00230914462332842	7.9584631341993	32.2335689395195	18.8149998135906	20.2913703524347	78.0778437168889	88.2120150567886	61.1964334105473	36.6892843377763	195.676700527082	56.1957562671493	105.94846078839	39.7117380410576
ENSSSCG00000008574	775.74669797673	4.06408469390871	1.02640635992979	3.95952797309898	7.50980481638694e-05	0.0135993925626306	42.1798546112563	96.7007068185585	85.608249151837	89.2820295507125	31.5050948331306	70.0862585382704	67.2298845918689	69.062182282873	3161.37186412534	1372.02469074889	3216.43534733055	1051.25795425355
ENSSSCG00000008593	88.6306876568436	3.23225653325613	0.83021821586979	3.89326139979934	9.89054778965282e-05	0.0161015001174342	7.9584631341993	9.02539930306546	15.992749841552	32.4661925638954	8.21872039125147	18.1257565185182	12.0669023626431	76.6158584700622	326.446007708595	187.672619986517	211.89692157678	195.249378701867
ENSSSCG00000008769	2040.95914388789	5.48397716413274	1.12104121270108	4.89186044366684	9.98872626411405e-07	0.000774455787635276	81.1763239688328	165.03587297034	14.1112498601929	50.0520468693388	241.082464810043	223.550997061724	37.9245502825927	71.2203754792127	10209.5511650618	4057.7577214034	5670.24167974091	3590.60298121229
ENSSSCG00000008957	2448.14490647562	-4.57678298599958	1.26593515719397	-3.61533761029618	0.000299956455099654	0.0325696416317929	14923.7100692505	424.193767244077	491.071495134714	5001.14641286339	617.773816075735	79.7533286814801	169.798554674336	702.491885408598	17.1813688267682	24.3868376253667	12.9936791532931	18.752765186055
ENSSSCG00000008965	1492.37930712104	9.77192377578627	2.07928522921864	4.69965526540984	2.60601026572586e-06	0.00126968543017972	0.79584631341993	0	0	16.2330962819477	0	7.25030260740728	3.44768638932661	6.47457958901934	3186.18939687512	4579.42398712863	5469.33940975537	5887.26516458679
ENSSSCG00000008973	4639.777757016	2.64706509523817	0.723217601436917	3.66012261037186	0.000252094591353598	0.0300419961480222	566.64257515499	2140.3089775841	899.356991089629	1678.77270715809	991.040700511739	2176.29916599008	671.436924321358	1180.53167839786	10360.3654025412	13190.0982634592	10994.651591248	14519.0526693445
ENSSSCG00000009314	57.1639015822642	-3.95607185494868	0.725890264308813	-5.44995855360538	5.03815598885724e-08	6.87305239999905e-05	163.148494251086	101.858077848882	115.712248853582	288.137459004572	8.21872039125147	1.20838376790121	14.6526671546381	15.1073523743785	0.95452049037601	4.24118915223768	3.99805512409019	23.1651805239503
ENSSSCG00000009393	38.9907732157491	1.76503127800193	0.42296477653736	4.17299826347603	3.0061723383499e-05	0.0070707246620292	7.16261682077937	33.5229116971003	13.1704998695134	24.3496444229216	23.2863744418792	44.7101994123449	16.3765103493014	35.6101877396064	45.8169835380485	99.6679450775855	71.9649922336233	78.3203722476414
ENSSSCG00000009399	581.473201518776	1.7396585303766	0.430803237776391	4.03817422393555	5.38688390598452e-05	0.0108070397419766	169.515264758445	335.229116971003	166.512748350276	459.937727988519	298.613507548803	398.7666434074	282.710283924782	494.22624196181	1163.56047776836	813.248019941575	1306.36451179647	1272.98182498279
ENSSSCG00000009605	5.8878701565282	-3.42882753894793	0.907826183521169	-3.77696479919603	0.000158751157860976	0.0222501708445833	11.141848387879	11.604084818227	24.4594997576677	12.1748222114608	2.05468009781287	1.20838376790121	3.44768638932661	0	0	1.06029728805942	0.999513781022547	0
ENSSSCG00000009826	57.9591799989688	1.42381920685856	0.412565851533598	3.45113198672627	0.000558240496917259	0.0498557108242433	12.7335410147189	67.0458233942006	22.5779997763087	41.9354987283649	16.4374407825029	97.8790851999983	48.2676094505726	47.4802503194752	110.724376883617	82.7031884686347	131.935819094976	62.8769185650079
