Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4
ENSSSCG00000008024	367.925945490147	1.57729976830794	0.243407587988249	6.48007640741296	9.16761808845262e-11	2.21631188173469e-08	455.723892558082	191.556639374218	363.205832885027	518.650040505712	849.169178224023	220.115088877896	82.9029751135579	299.17738916659	200.732910702642	93.108680291708	1322.65463825444	1638.39562176518
ENSSSCG00000008038	252.907376889536	1.82706565710237	0.38480515219639	4.74802805179154	2.05409551749002e-06	0.000158514390242745	326.376517112554	232.999181546524	161.13131495263	385.282887232815	392.349316619776	101.920994460971	31.0095097753003	153.90375308089	244.98048779301	65.8471297558476	1111.74926330411	547.460661936136
ENSSSCG00000008051	672.071802880364	3.00599774703793	0.330903457002738	9.08421378932	1.04450825151541e-19	1.06617212636166e-16	282.759378880922	111.434391174425	192.829278549869	668.317623623075	771.804524242658	194.420720526391	129.100816207373	257.465157023171	630.797775837067	191.250262220806	4226.28212594281	2859.55180700622
ENSSSCG00000008056	40.0542637046996	2.03333977921821	0.60163521836288	3.37968875018848	0.000725679595897824	0.0208547754566674	9.02423549619964	21.1817437769568	25.0942211811473	42.9738604990447	106.836903117122	17.9860578460538	12.0240956271572	20.1369396554435	31.297066722455	8.38816939564937	81.746269360596	240.510630607866
ENSSSCG00000008072	26.2712572909214	-7.48579284415286	1.7649410881477	-4.24138397276998	2.22145720549528e-05	0.00123434194724697	6.01615699746643	0	7.92449089930969	28.1552879131672	309.458615925457	0	47.4635353703576	176.917398401397	0	0	0	0
ENSSSCG00000008137	141.05451944859	1.07172930658421	0.301910029903566	3.54983008324213	0.000385479870383522	0.0126927422076104	153.412003435394	55.256722896409	159.810566469412	268.216163804383	386.823269906822	66.805357713914	49.9949239234433	303.492447664185	60.975319648921	49.4901994343313	593.477915557927	276.387906996884
ENSSSCG00000008147	54.0416425520468	-3.31431746669982	0.794810117858041	-4.16994876163841	3.04668129411931e-05	0.00161785234038397	103.778708206296	172.216786360475	170.376554335158	330.454168665068	71.8386072684097	5.99535261535125	7.59416565925721	148.150341750763	0.539604598663017	2.51645081869481	22.8889554209669	11.9590921296729
ENSSSCG00000008162	74.128869297465	-2.36178278201219	0.515913441788843	-4.57786634483316	4.69742657200983e-06	0.000312707913827514	200.037220165759	103.145882739963	50.1884423622947	188.195871840644	298.406522499548	141.31902593328	35.4394397432003	244.519981530386	5.39604598663017	2.93585928847728	91.5558216838676	14.6166681584891
ENSSSCG00000008188	196.822765777448	-1.23959516436349	0.309732596406421	-4.0021462989221	6.27704637327043e-05	0.00290748568146778	553.486443766911	178.663404031722	550.752117502023	755.747201879752	992.846392760842	149.883815383781	46.1978410938147	451.642789414948	31.297066722455	22.2286488984708	295.921495085358	126.234861368769
ENSSSCG00000008197	203.779395391619	-2.03511325632526	0.535368571710989	-3.80133120220566	0.000143920769949038	0.00563594446893641	673.80958371624	313.121429746317	1355.08794378196	563.105758263345	272.61830450576	154.166210109032	31.0095097753003	230.136453205069	13.4901149665754	13.8404795028215	199.460897239854	116.933345267913
ENSSSCG00000008229	809.313193177379	10.3462042613485	2.20876930676373	4.68414887406583	2.81125631369518e-06	0.000202822575930469	33.0888634860654	0	0	0	0	0	0	0	1206.01627801184	277.228998526212	8447.65947572399	1445.72135967601
ENSSSCG00000008239	122.586074970785	1.99126820775425	0.367338836770184	5.42079412365546	5.93348616834893e-08	7.20622640645836e-06	129.347375445528	91.1735927790748	142.640836187574	185.232157323469	134.467136681895	20.5554946812043	19.6182612864145	92.0545812820277	81.4802943981156	40.263213099117	541.160303167146	473.048533129282
ENSSSCG00000008261	111.755239705214	1.71740223437595	0.520058744331588	3.3023235415131	0.000958873982375527	0.0257508451577142	148.899885687294	118.801954227279	66.0374241609141	254.879448477093	55.2604671295459	53.1016945931111	14.555484180243	47.4656434735455	72.8466208195074	28.1003674754254	632.716124851013	329.539427573208
ENSSSCG00000008312	132.934702313465	1.49134945583278	0.363087235999898	4.10741361294562	4.00114351330903e-05	0.00202704991225729	171.460474427793	96.6992650687157	109.622124107117	100.766293583967	344.45691177417	38.5415525272581	41.7679111259146	222.944689042411	91.732781772713	21.3898319589059	809.288066669901	337.512155659657
ENSSSCG00000008336	53.4286223585663	2.43773162037954	0.478288391687891	5.09678190552927	3.45475949515783e-07	3.27402850919239e-05	37.6009812341652	22.1026891585636	14.5282333154011	82.984006480914	88.4167474072735	4.2823947252509	11.3912484888858	48.9039963060772	29.1386483278029	21.3898319589059	333.524778991232	215.263658334112
ENSSSCG00000008339	153.079614305334	-1.26905258321347	0.311480441764688	-4.0742608942753	4.61607113419634e-05	0.00225966110938634	302.311889122688	169.453950215654	305.092899623423	462.339464679378	747.858321819855	202.985509976893	46.1978410938147	399.862087443808	15.6485333612275	12.5822540934741	300.826271246993	131.550013426402
ENSSSCG00000008340	213.952968305782	-2.34364787829054	0.32324193701256	-7.2504449761402	4.15404612661992e-13	1.48682482142396e-10	708.402486451672	235.762017691345	361.885084401809	666.835766364487	705.491963687203	181.573536350638	109.482554920958	1055.75097907825	16.1881379598905	6.29112704673703	227.254628822457	87.7000089509344
ENSSSCG00000008348	66.1855219347763	2.5312857676125	0.742619256002038	3.4085916129349	0.000652991551189578	0.0192726019381653	15.0403924936661	80.122248199793	11.8867363489645	47.419432274808	84.7327162653038	2.56943683515054	17.0868727333287	10.0684698277218	31.836671321118	23.9062827776007	380.937615220378	354.786399846962
ENSSSCG00000008383	51.6737058904259	3.24329533391793	0.849435503011517	3.81817727469529	0.000134441307761922	0.00535433878889965	91.746394211363	11.9722899608886	31.6979635972387	1.48185725858775	71.8386072684097	5.99535261535125	1.8985414148143	0	32.3762759197811	11.3240286841267	369.493137509894	350.800035803738
ENSSSCG00000008387	14.4440826213408	-2.99273303241336	0.93108948114288	-3.21422708882919	0.0013079618514137	0.0332847909741104	52.6413737278312	37.7587606458795	17.1697302818377	68.1654338950365	82.8907006943189	14.560142065853	2.53138855308574	8.63011699519009	0.539604598663017	0.419408469782469	13.0794030976954	1.3287880144081
