	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4
ENSSSCG00000038186	5	0	23	0	3	2	2	40	12	26	13	16
ENSSSCG00000038187	65	32	72	55	67	42	6	81	15	19	62	74
ENSSSCG00000038188	1	1	0	0	1	0	0	31	0	0	0	0
ENSSSCG00000038189	39	66	63	100	136	56	37	128	69	28	105	169
ENSSSCG00000038190	54	14	24	106	12	0	8	68	0	13	15	36
ENSSSCG00000038191	2	27	5	1	17	3	26	27	1	2	18	0
ENSSSCG00000038192	3	4	0	0	0	14	0	0	35	7	78	26
ENSSSCG00000038195	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038197	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038198	0	0	0	27	0	0	7	0	0	1	0	0
ENSSSCG00000038200	0	0	0	1	0	0	0	0	0	9	0	0
ENSSSCG00000038202	919	573	718	845	1282	713	369	819	611	269	1128	1095
ENSSSCG00000038203	73	77	109	164	118	39	40	32	65	33	125	69
ENSSSCG00000038204	109	30	0	3	20	13	3	135	0	0	0	0
ENSSSCG00000038205	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038207	0	0	0	0	0	0	0	0	11	0	10	0
ENSSSCG00000038208	0	0	2	0	0	0	7	0	0	3	0	0
ENSSSCG00000038212	0	8	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000038215	0	18	43	0	0	0	11	98	98	76	195	171
ENSSSCG00000038216	0	0	0	8	0	0	8	1	1	17	13	0
ENSSSCG00000038217	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038218	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038219	0	0	0	16	0	0	3	0	0	0	0	0
ENSSSCG00000038220	417	378	460	278	413	430	156	847	813	308	1599	1759
ENSSSCG00000038221	151	82	128	37	17	35	24	120	4	4	40	18
ENSSSCG00000038222	121	96	46	37	245	87	115	196	35	71	138	166
ENSSSCG00000038223	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038226	5	0	105	0	20	0	0	11	1	5	26	0
ENSSSCG00000038228	23	4	9	22	21	24	32	0	2	17	0	0
ENSSSCG00000038229	54	25	49	32	32	18	25	9	14	18	71	77
ENSSSCG00000038230	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038231	126	64	61	137	181	112	50	65	90	21	105	82
ENSSSCG00000038233	5	9	0	3	2	0	11	0	10	0	0	0
ENSSSCG00000038234	178	146	88	271	246	137	86	174	66	34	198	155
ENSSSCG00000038236	0	3	0	12	0	0	0	0	0	0	0	0
ENSSSCG00000038237	70	31	56	81	81	78	64	53	26	18	104	53
ENSSSCG00000038238	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038240	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038243	0	0	0	0	0	0	0	0	3	0	0	0
ENSSSCG00000038244	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038248	20	5	18	0	12	5	0	3	0	7	11	25
ENSSSCG00000038249	44	36	37	44	55	32	2	6	14	3	15	3
ENSSSCG00000038250	14	0	13	0	25	0	17	0	12	0	0	0
ENSSSCG00000038251	14	10	7	22	5	0	11	0	1	6	29	7
ENSSSCG00000038253	514	208	596	321	301	190	149	311	57	53	281	265
ENSSSCG00000038254	9	13	0	21	10	0	2	26	16	3	6	4
ENSSSCG00000038255	0	0	45	0	0	0	0	0	0	0	0	0
ENSSSCG00000038256	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038257	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000038260	6	4	1	58	9	1	0	3	14	12	4	0
ENSSSCG00000038262	279	256	288	349	398	234	164	209	159	132	534	643
ENSSSCG00000038263	0	2	0	0	0	0	0	0	0	2	1	0
ENSSSCG00000038264	14	0	22	7	0	0	14	7	2	3	0	0
ENSSSCG00000038269	17	0	0	0	0	0	5	0	0	0	0	0
ENSSSCG00000038270	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038275	0	0	129	3	0	4	7	55	0	10	10	0
ENSSSCG00000038276	3	3	2	0	4	0	11	27	0	0	0	0
ENSSSCG00000038277	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038278	0	1	0	2	0	0	0	11	0	2	0	0
ENSSSCG00000038280	30	24	0	18	8	22	3	11	18	7	45	10
ENSSSCG00000038281	0	12	0	0	0	0	0	0	0	2	0	3
ENSSSCG00000038282	0	6	0	7	0	0	0	0	0	1	0	0
ENSSSCG00000038283	0	53	25	0	0	0	0	0	4	6	0	0
ENSSSCG00000038284	0	0	0	0	0	0	0	0	29	0	0	0
ENSSSCG00000038285	47	92	35	97	33	84	6	109	33	4	183	166
ENSSSCG00000038287	36	6	2	67	82	41	12	1	19	8	21	72
ENSSSCG00000038289	30	12	27	61	23	95	9	64	0	19	15	0
ENSSSCG00000038290	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000038291	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038292	0	0	0	0	0	0	8	0	3	3	0	0
ENSSSCG00000038295	0	0	0	0	0	0	6	0	0	0	0	0
ENSSSCG00000038296	48	6	28	28	25	10	73	8	8	40	51	20
ENSSSCG00000038299	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038300	0	20	0	1	0	0	15	0	19	5	0	0
ENSSSCG00000038302	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038304	36	34	13	59	51	88	32	65	4	24	40	22
ENSSSCG00000038305	16	5	10	4	5	0	0	0	1	6	0	0
ENSSSCG00000038306	0	3	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038307	2	24	80	74	31	12	6	17	4	21	22	4
ENSSSCG00000038308	99	93	224	106	173	56	42	87	36	28	73	89
ENSSSCG00000038310	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038312	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038313	167	119	180	115	135	81	29	199	123	14	122	119
ENSSSCG00000038314	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000038316	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038318	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038319	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038320	209	209	121	123	174	192	44	193	79	43	147	140
ENSSSCG00000038321	0	0	0	0	0	0	9	0	0	0	0	0
ENSSSCG00000038322	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038323	6	10	16	36	0	0	18	16	0	15	0	5
ENSSSCG00000038324	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038325	18	0	0	0	4	0	0	0	0	6	0	0
ENSSSCG00000038326	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038327	12	29	0	4	6	0	13	13	54	36	27	0
ENSSSCG00000038328	2	0	0	0	0	0	11	0	0	0	0	0
ENSSSCG00000038329	11	42	13	12	17	12	6	4	8	0	25	2
ENSSSCG00000038331	43	23	0	0	2	0	20	26	0	9	0	0
ENSSSCG00000038333	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038337	9	6	12	0	0	0	6	0	0	3	0	4
ENSSSCG00000038338	55	14	28	4	13	5	11	2	1	9	1	67
ENSSSCG00000038341	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038343	0	0	0	11	0	0	0	0	0	0	0	0
ENSSSCG00000038344	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038345	206	156	138	287	518	102	172	302	70	74	238	354
ENSSSCG00000038346	0	0	0	0	0	0	0	0	0	6	0	0
ENSSSCG00000038348	9	15	0	1	11	51	1	0	1	7	5	8
ENSSSCG00000038350	2	7	0	0	0	0	6	2	0	6	1	0
ENSSSCG00000038351	11	24	9	0	52	77	0	1	0	11	31	9
ENSSSCG00000038352	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038355	0	0	0	0	0	0	0	0	0	9	8	11
ENSSSCG00000038356	0	0	0	0	0	0	0	0	0	8	0	0
ENSSSCG00000038358	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000038359	209	113	161	228	240	57	43	196	82	35	129	121
ENSSSCG00000038360	0	0	0	0	0	0	1	0	14	0	0	0
ENSSSCG00000038361	20	16	12	11	25	1	9	4	47	12	32	18
ENSSSCG00000038362	11	0	4	38	30	9	4	0	2	7	11	2
ENSSSCG00000038363	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038364	30	30	8	47	29	19	23	75	10	16	32	1
ENSSSCG00000038366	23	24	166	31	19	0	31	5	10	17	146	198
ENSSSCG00000038367	21	13	27	38	30	0	0	26	6	6	20	28
ENSSSCG00000038368	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038369	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038370	34	37	62	28	31	73	24	90	13	17	35	22
ENSSSCG00000038371	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038374	10	41	0	54	21	50	3	5	21	28	70	95
ENSSSCG00000038375	2	0	0	0	0	8	0	0	0	11	0	0
ENSSSCG00000038376	0	0	0	0	0	0	16	0	0	3	0	0
ENSSSCG00000038377	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038378	0	0	0	0	0	0	0	0	2	2	0	0
ENSSSCG00000038379	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038382	0	5	0	0	0	0	33	0	0	3	0	0
ENSSSCG00000038383	54	10	31	17	16	0	24	15	37	27	90	28
ENSSSCG00000038384	3	1	2	20	52	11	9	0	0	4	10	2
ENSSSCG00000038389	0	0	0	0	0	0	5	0	0	0	0	0
ENSSSCG00000038390	9	0	2	0	0	0	1	0	0	5	2	0
ENSSSCG00000038394	37	68	101	64	83	157	21	66	2	15	18	3
ENSSSCG00000038396	0	0	0	0	0	0	0	0	1	1	1	0
ENSSSCG00000038397	321	309	594	339	221	113	194	287	253	148	577	386
ENSSSCG00000038398	16	0	0	7	31	6	14	0	27	3	0	0
ENSSSCG00000038399	64	29	10	60	98	50	21	62	0	21	55	41
ENSSSCG00000038400	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038401	593	159	303	792	757	325	184	437	73	63	283	316
ENSSSCG00000038404	32	9	17	16	18	7	10	49	10	7	40	0
ENSSSCG00000038405	0	0	0	0	0	0	0	0	0	0	6	0
ENSSSCG00000038408	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038410	96	57	70	94	148	45	34	40	20	9	127	130
ENSSSCG00000038411	139	83	203	64	59	35	38	160	92	30	143	167
ENSSSCG00000038413	0	0	11	0	0	0	0	0	0	7	0	0
ENSSSCG00000038414	6	0	25	45	34	50	21	18	6	31	9	0
ENSSSCG00000038415	0	0	0	0	0	0	1	0	0	9	0	0
ENSSSCG00000038417	271	249	157	200	278	264	40	292	103	44	138	252
ENSSSCG00000038418	0	0	0	12	0	0	0	0	0	3	5	23
ENSSSCG00000038419	22	47	19	1	9	10	22	10	4	12	100	16
ENSSSCG00000038420	131	74	124	39	32	35	7	80	0	0	2	18
ENSSSCG00000038421	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000038422	98	66	149	100	185	29	31	83	11	18	29	55
ENSSSCG00000038423	7	3	16	13	66	9	18	33	38	9	63	5
ENSSSCG00000038427	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038428	27	8	17	97	72	12	41	54	35	16	48	52
ENSSSCG00000038429	1	0	0	2	0	0	16	0	59	9	128	107
ENSSSCG00000038433	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038434	0	0	1	0	0	0	19	0	0	0	0	0
ENSSSCG00000038435	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038436	138	43	69	56	144	59	19	65	40	24	142	35
ENSSSCG00000038437	505	505	492	473	750	419	296	339	412	178	726	1152
ENSSSCG00000038438	0	0	0	0	0	0	0	0	1	2	0	0
ENSSSCG00000038439	11	11	0	7	32	42	1	13	63	28	163	64
ENSSSCG00000038440	74	73	170	48	41	22	3	22	10	12	67	50
ENSSSCG00000038441	11	0	10	0	0	0	3	0	13	0	0	0
ENSSSCG00000038442	39	7	87	57	78	6	54	22	15	7	24	50
ENSSSCG00000038443	37	11	15	54	14	5	14	0	2	23	40	17
ENSSSCG00000038444	10	16	26	0	25	13	0	44	3	10	16	0
ENSSSCG00000038446	0	0	0	0	0	0	0	0	3	0	0	0
ENSSSCG00000038447	499	381	479	407	762	284	125	349	481	214	720	724
ENSSSCG00000038449	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000038450	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038452	53	4	8	259	83	42	87	116	41	25	103	26
ENSSSCG00000038453	100	218	279	186	153	153	115	227	240	60	372	146
ENSSSCG00000038455	2	2	0	26	0	0	9	0	0	0	7	19
ENSSSCG00000038457	0	0	0	0	0	0	9	0	3	4	0	0
ENSSSCG00000038458	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038459	27	11	41	0	25	12	14	0	5	14	18	14
ENSSSCG00000038460	11	0	54	26	20	0	14	40	70	13	224	71
ENSSSCG00000038461	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038462	8	0	12	0	11	7	3	0	1	6	22	59
ENSSSCG00000038463	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038465	179	183	130	88	145	73	43	128	157	93	211	153
ENSSSCG00000038466	136	80	77	149	282	96	126	86	46	66	145	137
ENSSSCG00000038469	28	10	16	41	55	0	1	30	0	11	10	38
ENSSSCG00000038471	85	11	15	20	50	15	14	29	3	16	72	4
ENSSSCG00000038474	12	63	0	11	42	6	5	44	29	14	35	41
ENSSSCG00000038475	13	8	0	3	28	3	23	0	3	20	5	0
ENSSSCG00000038476	0	0	0	0	0	0	0	0	2	0	0	0
ENSSSCG00000038477	18	10	0	11	32	0	17	76	35	19	21	65
ENSSSCG00000038478	58	3	108	21	55	52	36	1	1	17	67	125
ENSSSCG00000038479	17	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038485	0	0	0	0	0	0	25	0	0	0	0	0
ENSSSCG00000038486	171	175	71	119	113	90	76	88	22	35	173	100
ENSSSCG00000038487	45	56	151	21	109	14	2	11	3	12	66	60
ENSSSCG00000038488	0	0	0	0	0	0	0	0	1	4	0	0
ENSSSCG00000038489	131	104	73	221	436	129	62	142	10	8	37	64
ENSSSCG00000038491	1	4	0	18	12	25	0	2	5	13	17	13
ENSSSCG00000038492	21	2	0	39	3	1	17	12	0	11	1	0
ENSSSCG00000038493	37	45	19	62	101	54	2	106	8	11	102	118
ENSSSCG00000038494	210	83	349	372	437	187	188	454	196	151	548	642
ENSSSCG00000038498	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038499	0	0	0	1	0	0	8	0	0	0	0	0
ENSSSCG00000038500	112	40	108	119	206	71	25	55	46	16	133	94
ENSSSCG00000038502	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038504	3	18	17	23	2	0	11	30	2	1	38	39
ENSSSCG00000038505	303	173	279	205	165	69	79	311	18	10	82	28
ENSSSCG00000038506	217	135	170	148	277	102	104	263	55	42	293	333
ENSSSCG00000038507	65	53	77	29	23	16	41	85	23	18	52	34
ENSSSCG00000038508	440	573	674	96	75	170	62	371	83	44	131	143
ENSSSCG00000038509	1408	1201	1618	769	973	746	327	859	554	255	1433	1047
ENSSSCG00000038511	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038512	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038514	54	27	40	52	44	11	72	28	17	10	27	31
ENSSSCG00000038515	6	0	0	0	0	5	0	0	14	2	0	0
ENSSSCG00000038516	0	0	0	0	0	0	0	15	0	26	0	0
ENSSSCG00000038517	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038518	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038520	40	31	18	25	3	5	21	30	8	8	45	19
ENSSSCG00000038521	3	0	0	2	0	0	9	17	0	0	0	0
ENSSSCG00000038522	0	0	0	0	0	0	7	0	4	2	33	46
ENSSSCG00000038523	0	0	0	0	0	0	0	0	0	9	0	6
ENSSSCG00000038526	62	27	25	61	92	98	46	21	16	10	41	71
ENSSSCG00000038527	6	0	0	0	12	5	11	12	6	9	17	4
ENSSSCG00000038528	0	0	0	0	0	0	1	0	0	0	1	0
ENSSSCG00000038530	0	0	0	15	0	1	27	0	0	2	0	0
ENSSSCG00000038531	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038533	86	71	13	74	58	15	4	102	8	9	26	27
ENSSSCG00000038534	79	39	38	24	70	60	67	99	12	13	48	0
ENSSSCG00000038535	10	36	3	42	35	20	12	30	4	0	56	55
ENSSSCG00000038536	0	6	6	0	3	0	22	33	23	28	0	0
ENSSSCG00000038537	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038538	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038539	23	51	4	49	49	53	38	6	29	12	42	20
ENSSSCG00000038540	55	30	16	48	61	38	11	42	9	3	13	0
ENSSSCG00000038541	6	1	1	0	0	0	0	0	1	0	20	0
ENSSSCG00000038543	3	1	8	25	5	0	7	4	0	13	21	19
ENSSSCG00000038544	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038545	13	0	30	0	6	11	0	36	2	10	2	0
ENSSSCG00000038547	0	0	0	0	1	0	11	0	0	11	0	0
ENSSSCG00000038549	418	261	272	570	684	254	297	593	458	155	959	749
ENSSSCG00000038550	30	9	0	9	43	12	0	45	1	9	12	0
ENSSSCG00000038553	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038554	55	21	13	27	121	21	26	13	60	9	22	70
ENSSSCG00000038556	0	0	0	0	1	19	7	10	0	5	0	0
ENSSSCG00000038557	0	0	0	0	0	0	0	0	0	17	0	0
ENSSSCG00000038558	84	67	72	82	92	39	2	46	2	8	53	32
ENSSSCG00000038561	0	0	0	1	0	2	10	0	4	27	15	0
ENSSSCG00000038562	2	1	42	18	4	0	0	11	0	10	31	4
ENSSSCG00000038564	1	0	0	0	0	2	0	1	3	0	0	0
ENSSSCG00000038565	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038566	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038567	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038569	3	20	34	47	70	12	12	87	3	5	35	7
ENSSSCG00000038570	0	0	0	0	0	0	12	0	0	17	0	0
ENSSSCG00000038573	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000038574	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038575	0	0	0	3	0	0	31	1	0	17	0	0
ENSSSCG00000038578	0	7	0	0	0	0	0	0	0	13	0	0
ENSSSCG00000038579	32	9	1	6	4	0	25	20	4	8	0	0
ENSSSCG00000038580	39	18	44	10	41	4	35	37	26	9	130	84
ENSSSCG00000038581	1	1	8	2	15	0	26	1	0	5	6	0
ENSSSCG00000038584	0	0	0	5	0	0	7	0	5	17	0	0
ENSSSCG00000038587	224	121	239	331	215	126	81	135	92	92	264	218
ENSSSCG00000038588	0	0	48	0	0	0	0	0	9	0	0	0
ENSSSCG00000038589	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038590	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038591	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038592	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038593	0	0	0	22	20	0	0	0	0	0	0	0
ENSSSCG00000038594	70	92	123	46	39	68	36	124	32	9	201	67
ENSSSCG00000038596	0	0	0	0	28	0	1	0	0	0	0	0
ENSSSCG00000038597	5	13	9	0	26	4	10	0	4	14	4	18
ENSSSCG00000038598	7	15	50	16	16	9	11	8	9	11	38	29
ENSSSCG00000038599	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000038600	15	24	54	74	6	111	10	0	14	2	56	37
ENSSSCG00000038601	0	0	7	8	0	0	5	0	2	26	0	0
ENSSSCG00000038602	0	4	0	0	0	0	0	0	0	13	1	0
ENSSSCG00000038604	444	197	368	444	462	298	299	426	206	135	749	344
ENSSSCG00000038605	0	6	0	0	0	0	0	0	0	14	0	0
ENSSSCG00000038606	0	0	0	0	0	15	0	34	0	5	8	2
ENSSSCG00000038607	6	0	8	0	5	3	33	15	13	27	7	0
ENSSSCG00000038609	56	90	12	115	117	33	13	125	100	28	94	100
ENSSSCG00000038610	13	9	0	0	17	3	0	32	21	2	54	0
ENSSSCG00000038614	2	15	21	62	34	8	26	8	30	9	0	18
ENSSSCG00000038615	21	11	0	27	10	16	25	32	16	35	33	22
ENSSSCG00000038616	21	0	0	16	0	0	2	0	0	0	3	0
ENSSSCG00000038617	84	27	55	133	154	86	63	150	23	49	61	25
ENSSSCG00000038618	12	2	7	8	29	6	0	0	26	5	55	0
ENSSSCG00000038619	137	71	195	82	92	9	28	112	37	33	107	152
ENSSSCG00000038620	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038622	0	0	0	4	7	0	0	0	33	1	24	103
ENSSSCG00000038623	36	64	1	25	48	14	47	4	1	8	21	4
ENSSSCG00000038625	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038626	55	50	31	5	86	50	15	52	14	48	67	39
ENSSSCG00000038627	9	7	6	59	29	20	34	0	27	4	6	0
ENSSSCG00000038628	83	21	25	87	68	13	12	87	21	13	89	21
ENSSSCG00000038630	10	0	9	0	25	8	7	25	1	0	0	0
ENSSSCG00000038631	48	5	49	46	17	11	8	19	18	20	65	65
ENSSSCG00000038632	60	59	96	37	56	34	52	62	26	28	55	76
ENSSSCG00000038633	28	10	7	70	32	6	19	64	2	20	77	1
ENSSSCG00000038634	0	0	0	0	0	0	10	0	0	3	0	0
ENSSSCG00000038635	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038636	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038637	0	0	0	48	0	0	16	0	0	7	2	0
ENSSSCG00000038638	0	3	0	0	30	0	0	0	0	0	0	0
ENSSSCG00000038639	180	199	248	408	308	321	182	252	176	110	612	504
ENSSSCG00000038640	0	5	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038643	7	0	0	6	7	0	0	0	17	17	93	43
ENSSSCG00000038644	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000038646	494	413	639	434	480	308	229	487	248	73	304	105
ENSSSCG00000038647	1	0	0	0	1	0	1	0	0	0	1	0
ENSSSCG00000038650	2	0	0	0	4	0	5	0	0	4	2	0
ENSSSCG00000038651	0	2	0	0	0	0	0	0	0	12	0	0
ENSSSCG00000038652	3	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038654	0	0	0	0	0	0	0	0	6	0	0	0
ENSSSCG00000038657	72	24	16	28	87	69	37	67	12	36	19	34
ENSSSCG00000038658	0	3	0	0	0	0	0	0	2	4	0	0
ENSSSCG00000038660	4	1	0	22	9	0	11	49	1	7	9	27
ENSSSCG00000038662	2	1	0	24	10	0	0	6	1	0	2	1
ENSSSCG00000038663	6	11	0	0	12	13	42	0	31	11	8	0
ENSSSCG00000038664	0	0	0	0	0	0	30	0	0	8	0	0
ENSSSCG00000038667	0	0	0	0	0	0	15	1	0	3	5	0
ENSSSCG00000038669	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038670	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038672	0	3	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000038674	0	0	0	0	0	13	0	0	0	0	0	0
ENSSSCG00000038675	8	3	0	0	0	0	4	17	1	10	0	0
ENSSSCG00000038676	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000038677	9	28	69	0	0	0	9	10	17	0	0	0
ENSSSCG00000038679	77	25	37	39	151	17	53	98	26	30	130	47
ENSSSCG00000038681	8	3	9	7	6	6	1	22	8	7	12	34
ENSSSCG00000038682	298	106	323	285	324	125	67	286	9	12	134	155
ENSSSCG00000038683	0	0	0	0	0	0	0	2	0	6	0	0
ENSSSCG00000038685	10	17	41	54	13	12	11	11	5	14	0	0
ENSSSCG00000038686	0	0	0	3	0	0	0	0	1	0	1	2
ENSSSCG00000038688	65	151	5	41	30	180	0	7	6	7	1	0
ENSSSCG00000038691	0	0	0	0	0	0	0	0	2	0	0	0
ENSSSCG00000038692	0	0	0	0	0	0	0	0	0	10	0	0
ENSSSCG00000038693	0	10	0	1	12	17	7	0	0	9	10	0
ENSSSCG00000038694	135	147	129	191	228	120	57	338	38	28	286	94
ENSSSCG00000038698	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038699	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000038700	0	16	0	0	12	0	0	0	0	5	4	3
ENSSSCG00000038701	39	51	15	18	16	18	18	32	26	7	92	88
ENSSSCG00000038702	0	0	0	0	0	0	0	0	2	0	0	0
ENSSSCG00000038703	12	0	0	36	0	0	0	0	0	0	0	0
ENSSSCG00000038704	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000038706	309	179	248	391	1124	381	175	1017	519	193	608	930
ENSSSCG00000038707	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038708	25	22	14	31	46	9	1	26	18	5	60	41
ENSSSCG00000038709	0	0	0	0	0	0	0	0	0	0	0	16
ENSSSCG00000038710	2	38	2	0	19	4	8	3	2	19	6	5
ENSSSCG00000038711	281	96	231	109	280	235	75	177	168	89	207	261
ENSSSCG00000038712	11	0	0	12	20	0	44	8	27	13	22	10
ENSSSCG00000038713	30	47	70	89	85	85	33	91	222	79	425	176
ENSSSCG00000038714	21	6	2	19	34	11	9	38	12	15	27	43
ENSSSCG00000038715	156	81	120	89	159	94	29	102	52	25	183	132
ENSSSCG00000038716	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038717	45	35	19	24	19	73	57	12	27	1	98	3
ENSSSCG00000038718	88	104	78	158	172	72	12	89	41	53	193	149
ENSSSCG00000038719	316	140	36	315	768	43	21	177	10	19	0	27
ENSSSCG00000038721	0	0	0	0	0	0	0	18	0	6	0	0
ENSSSCG00000038723	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038724	36	27	127	36	48	18	15	24	24	4	37	19
ENSSSCG00000038726	13	5	35	9	3	7	0	1	5	9	24	19
ENSSSCG00000038727	8	22	15	0	0	0	7	0	10	2	7	0
ENSSSCG00000038730	512	375	863	256	520	347	145	306	256	156	577	764
ENSSSCG00000038731	126	87	84	60	164	44	38	70	17	35	85	123
ENSSSCG00000038732	117	69	38	190	153	129	105	107	56	35	140	96
ENSSSCG00000038733	0	0	0	17	0	0	1	0	4	5	0	0
ENSSSCG00000038734	0	0	0	0	1	0	0	0	0	0	0	0
ENSSSCG00000038735	78	3	17	72	127	25	40	43	21	11	33	55
ENSSSCG00000038736	0	0	0	0	0	0	2	0	0	0	0	0
ENSSSCG00000038738	38	25	33	52	28	39	1	77	27	22	61	8
ENSSSCG00000038739	2	7	19	1	9	28	3	3	5	1	15	25
ENSSSCG00000038740	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000038741	0	0	0	0	0	0	7	0	0	3	0	0
ENSSSCG00000038744	0	0	24	0	0	0	0	0	0	5	0	0
ENSSSCG00000038745	4	13	0	20	9	0	1	19	1	10	5	7
ENSSSCG00000038748	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038752	258	107	166	188	346	122	53	474	43	21	164	122
