	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4
ENSSSCG00000000702	452	582	281	649	262	372	251	298	275	339	360	340
ENSSSCG00000000703	8	30	32	17	18	37	10	18	15	16	6	22
ENSSSCG00000000704	1	0	1	1	0	0	0	0	0	0	0	0
ENSSSCG00000000705	2	15	6	19	0	5	13	22	3	6	6	2
ENSSSCG00000000706	237	538	232	404	210	501	291	334	526	441	692	330
ENSSSCG00000000707	14	79	78	120	30	51	122	170	4	4	15	13
ENSSSCG00000000708	1268	1597	884	1584	905	1513	843	1325	677	764	815	758
ENSSSCG00000000709	19	63	63	79	19	72	63	85	579	318	526	224
ENSSSCG00000000712	223	580	612	1195	436	485	736	2751	36	276	4	374
ENSSSCG00000000716	0	2	3	0	0	0	1	0	0	0	0	0
ENSSSCG00000000718	1	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000719	119	273	144	389	180	341	154	269	453	616	508	475
ENSSSCG00000000720	13	47	9	41	17	35	18	51	14	14	29	11
ENSSSCG00000000721	1	2	3	10	0	0	2	9	3	5	3	9
ENSSSCG00000000722	1	9	8	8	3	3	4	13	3	7	8	23
ENSSSCG00000000723	48	161	64	109	103	242	87	131	83	94	151	83
ENSSSCG00000000728	1	5	5	5	0	0	0	3	2	0	2	3
ENSSSCG00000000730	7	6	4	11	2	3	1	12	0	0	0	0
ENSSSCG00000000732	7	51	17	82	4	58	78	151	6	7	5	8
ENSSSCG00000000734	98	227	139	95	344	658	281	342	56	63	20	86
ENSSSCG00000000735	55	72	103	155	43	56	78	195	6	29	3	39
ENSSSCG00000000736	20	58	77	75	12	38	99	154	3	14	0	33
ENSSSCG00000000737	62	83	105	86	122	180	95	134	74	65	251	58
ENSSSCG00000000738	49	71	32	43	25	40	12	12	46	65	44	54
ENSSSCG00000000739	6	19	25	22	3	4	3	8	11	37	11	19
ENSSSCG00000000740	0	1	0	1	0	0	0	0	0	3	0	0
ENSSSCG00000000741	0	0	5	0	0	0	0	3	1	0	0	0
ENSSSCG00000000742	34	64	24	112	17	54	39	66	63	63	80	76
ENSSSCG00000000743	551	672	896	913	583	663	782	836	3835	2751	2520	2227
ENSSSCG00000000744	2	1	1	1	1	0	1	0	0	0	1	0
ENSSSCG00000000745	57	143	106	99	61	126	98	89	89	119	89	118
ENSSSCG00000000746	140	243	157	263	100	302	155	252	402	338	455	301
ENSSSCG00000000748	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000749	26	14	49	49	5	10	22	0	0	4	1	6
ENSSSCG00000000751	41	64	57	46	35	81	65	42	38	47	52	54
ENSSSCG00000000753	2644	2710	2183	3862	1477	1706	1724	2416	2504	2223	2714	2523
ENSSSCG00000000754	52	85	61	82	60	77	56	49	39	52	51	75
ENSSSCG00000000755	410	396	304	448	220	455	319	370	432	646	880	716
ENSSSCG00000000757	439	783	432	749	454	849	420	614	999	1356	460	1281
ENSSSCG00000000759	25	35	35	41	31	13	20	63	234	96	23	130
ENSSSCG00000000760	0	0	0	0	0	0	0	3	1	0	0	5
ENSSSCG00000000764	12	46	11	23	15	15	8	20	19	18	20	46
ENSSSCG00000000765	446	852	444	769	437	878	512	605	503	511	459	501
ENSSSCG00000000766	87	212	139	238	93	224	145	252	148	134	55	128
ENSSSCG00000000767	2552	1706	1221	2043	1451	1413	1118	1239	1865	2033	1732	1803
ENSSSCG00000000769	46	152	110	143	60	183	97	117	231	244	234	296
ENSSSCG00000000770	47	109	285	204	57	126	152	247	95	69	64	103
ENSSSCG00000000774	34	129	150	189	27	189	108	137	159	282	635	360
ENSSSCG00000000777	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000778	5	14	25	30	6	22	21	47	15	8	20	11
ENSSSCG00000000779	11	111	66	310	32	86	191	401	1	1	0	3
ENSSSCG00000000781	0	4	2	7	0	0	7	4	0	1	0	0
ENSSSCG00000000782	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000783	45	80	62	71	70	132	71	64	77	154	71	99
ENSSSCG00000000784	238	1186	649	555	175	733	606	310	3032	4625	5080	3007
ENSSSCG00000000789	1	0	6	2	0	0	1	0	0	1	14	3
ENSSSCG00000000791	0	4	6	4	2	0	13	0	0	0	0	0
ENSSSCG00000000793	269	344	167	371	189	361	141	257	268	349	263	286
ENSSSCG00000000795	1	7	44	2	1	8	13	0	3	1	2	18
ENSSSCG00000000798	244	528	258	628	271	510	322	619	453	526	533	370
ENSSSCG00000000799	205	306	117	227	186	375	148	154	263	308	422	264
ENSSSCG00000000800	19	39	22	55	24	62	14	27	42	65	68	50
ENSSSCG00000000801	1	1	11	5	0	1	8	2	62	3	67	5
ENSSSCG00000000802	0	2	2	1	2	0	1	0	0	13	4	19
ENSSSCG00000000804	3964	2837	2799	3636	2917	2478	2028	2324	1762	1549	1023	1961
ENSSSCG00000000806	1498	1715	1340	1912	1086	1547	1215	1346	833	998	827	1144
ENSSSCG00000000807	297	167	271	329	172	198	284	339	10	68	16	170
ENSSSCG00000000808	2322	3736	4995	5911	1550	3056	4158	5189	1576	2338	992	2048
ENSSSCG00000000810	184	145	76	703	53	213	37	141	4	11	10	2
ENSSSCG00000000811	203	174	76	357	51	152	106	72	18	99	13	143
ENSSSCG00000000816	39	86	45	81	13	37	21	49	43	49	53	28
ENSSSCG00000000820	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000837	479	236	203	456	203	120	140	317	25	95	12	141
ENSSSCG00000000838	566	475	317	585	371	480	335	483	476	432	397	357
ENSSSCG00000000839	238	802	607	643	292	918	682	652	264	626	305	486
ENSSSCG00000000840	471	1081	513	883	489	1018	514	543	550	835	704	661
ENSSSCG00000000841	395	666	471	505	335	670	502	360	544	476	549	391
ENSSSCG00000000842	271	507	335	610	193	479	313	422	204	209	287	255
ENSSSCG00000000843	2488	2531	2438	2731	2266	2859	2371	2730	5284	4092	4092	3697
ENSSSCG00000000844	248	253	223	240	206	192	220	167	114	127	151	94
ENSSSCG00000000846	230	328	213	340	183	265	258	262	271	242	274	425
ENSSSCG00000000847	318	337	255	556	188	275	188	419	243	274	307	293
ENSSSCG00000000848	3	24	44	7	4	42	30	13	3	16	3	24
ENSSSCG00000000849	7851	6220	4467	8791	4750	7181	4458	7612	7070	12901	8669	9096
ENSSSCG00000000853	120	214	219	490	215	169	242	716	36	67	25	71
ENSSSCG00000000854	0	0	2	2	0	0	0	0	0	0	0	0
ENSSSCG00000000856	0	3	1	2	0	0	0	2	0	0	1	0
ENSSSCG00000000857	53	187	193	52	143	491	324	136	8	32	12	39
ENSSSCG00000000858	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000859	28	34	30	30	17	12	31	24	36	105	56	77
ENSSSCG00000000860	27	51	41	49	25	29	29	48	70	74	90	80
ENSSSCG00000000862	2174	2501	1690	2411	2398	1878	1612	1658	1510	1307	1509	1198
ENSSSCG00000000863	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000864	312	653	399	476	424	787	451	419	377	582	453	475
ENSSSCG00000000866	3	2	3	1	4	9	3	0	0	11	0	3
ENSSSCG00000000867	49	175	86	62	88	363	55	93	18	14	14	3
ENSSSCG00000000869	69	225	184	286	91	237	168	244	193	293	261	303
ENSSSCG00000000870	325	722	334	790	367	742	461	750	334	410	398	343
ENSSSCG00000000871	12	133	32	362	57	145	239	409	0	0	0	0
ENSSSCG00000000873	1	2	0	0	0	0	0	3	0	0	0	0
ENSSSCG00000000874	285	511	336	348	462	849	413	373	87	98	51	81
ENSSSCG00000000875	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000877	634	796	501	911	361	608	354	567	378	547	426	398
ENSSSCG00000000883	2	1	0	0	0	0	0	0	1	1	2	0
ENSSSCG00000000884	742	1016	482	633	421	1155	473	326	466	524	428	394
ENSSSCG00000000886	2979	4215	2894	3897	1723	3239	2292	2599	2482	3146	2406	3094
ENSSSCG00000000887	4	15	10	24	7	26	11	12	5	15	11	68
ENSSSCG00000000890	159	275	131	199	124	321	87	172	72	114	103	137
ENSSSCG00000000891	446	566	493	523	395	638	404	497	1251	1902	1613	1719
ENSSSCG00000000892	2	5	2	16	0	3	3	12	0	1	0	0
ENSSSCG00000000893	0	6	2	7	2	0	0	22	0	0	0	0
ENSSSCG00000000894	0	1	0	3	2	1	0	0	1	0	2	0
ENSSSCG00000000895	140	213	153	184	104	162	99	140	319	325	302	246
ENSSSCG00000000896	14	18	29	88	13	21	38	62	198	119	347	121
ENSSSCG00000000900	97	292	225	331	143	354	164	311	264	256	354	287
ENSSSCG00000000901	52	74	166	185	63	69	226	203	1	7	1	4
ENSSSCG00000000902	146	163	115	194	104	181	139	204	263	227	155	208
ENSSSCG00000000905	118	194	155	270	97	232	181	273	327	358	301	424
ENSSSCG00000000906	105	217	236	583	103	170	196	670	22	17	4	22
ENSSSCG00000000907	11379	7958	6362	6118	8961	8267	4809	3674	1795	2832	2270	3425
ENSSSCG00000000908	1081	767	545	866	784	678	566	596	737	693	756	778
ENSSSCG00000000910	32	99	84	122	48	98	66	118	132	96	193	144
ENSSSCG00000000915	86	747	815	456	80	1002	779	564	134	1193	163	1529
ENSSSCG00000000916	88	340	376	374	64	585	368	568	44	338	46	526
ENSSSCG00000000917	0	11	16	10	1	27	4	11	0	3	0	12
ENSSSCG00000000918	0	0	5	0	0	0	0	0	0	0	0	0
ENSSSCG00000000920	208	121	130	204	173	128	120	168	246	150	132	193
ENSSSCG00000000924	0	0	2	0	1	0	0	0	4	2	2	0
ENSSSCG00000000925	69	174	77	113	92	132	107	120	133	66	107	140
ENSSSCG00000000926	30	116	74	125	43	140	78	164	74	85	100	90
ENSSSCG00000000927	65	194	74	217	59	125	98	135	98	79	75	93
ENSSSCG00000000932	43	58	16	202	2	0	12	2	0	0	0	0
ENSSSCG00000000934	0	1	0	3	1	2	8	0	0	0	0	6
ENSSSCG00000000936	0	2	3	5	1	0	6	15	0	0	0	0
ENSSSCG00000000937	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000939	154	181	66	398	137	186	223	561	11	20	8	23
ENSSSCG00000000940	0	0	0	0	0	0	3	0	0	3	2	4
ENSSSCG00000000941	39	106	95	108	40	123	118	110	66	65	103	79
ENSSSCG00000000943	0	3	1	3	0	8	7	0	0	0	0	1
ENSSSCG00000000948	0	1	1	0	0	0	0	0	1	0	0	0
ENSSSCG00000000950	22	28	30	43	12	11	48	33	24	52	40	114
ENSSSCG00000000951	59	201	148	332	81	231	285	473	313	224	83	177
ENSSSCG00000000952	486	759	547	601	396	681	469	402	478	565	629	581
ENSSSCG00000000955	159	208	132	202	110	138	120	149	223	173	191	190
ENSSSCG00000000958	237	331	248	298	222	331	308	288	143	174	124	222
ENSSSCG00000000959	11	53	48	66	20	43	32	91	9	21	14	14
ENSSSCG00000000960	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000963	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000964	151	222	226	233	147	226	237	282	242	227	252	309
ENSSSCG00000000965	108	276	144	207	85	189	139	154	124	153	163	197
ENSSSCG00000000967	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000968	1279	1567	1397	1762	810	1305	1125	1174	935	1066	734	1241
ENSSSCG00000000970	641	770	682	719	498	646	696	597	617	479	570	645
ENSSSCG00000000971	133	308	193	217	140	284	193	235	273	255	272	285
ENSSSCG00000000972	207	271	240	238	173	322	257	176	224	232	205	209
ENSSSCG00000000973	61	100	61	71	69	125	89	106	208	205	222	210
ENSSSCG00000000974	272	395	369	316	221	374	331	332	472	465	427	486
ENSSSCG00000000975	5	8	25	8	9	16	35	11	2	4	2	1
ENSSSCG00000000978	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000000980	76	145	125	147	68	136	106	131	119	109	191	145
ENSSSCG00000000981	192	184	180	286	141	220	176	215	164	270	259	271
ENSSSCG00000000982	5	3	7	2	1	18	3	0	0	9	0	4
ENSSSCG00000000983	0	9	9	11	6	4	8	17	0	0	0	4
ENSSSCG00000000985	1368	2066	1588	2032	1015	1931	1481	1187	1382	1246	1381	1475
ENSSSCG00000000991	4	13	75	21	10	11	48	54	0	0	0	0
ENSSSCG00000000994	92	207	125	576	102	244	214	593	103	93	90	83
ENSSSCG00000000997	1	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000000998	16	41	34	71	32	70	28	63	34	59	44	80
ENSSSCG00000000999	205	203	127	228	103	183	121	112	140	107	111	90
ENSSSCG00000001000	210	242	180	168	297	269	189	205	2121	1360	808	1949
ENSSSCG00000001001	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001002	2509	2584	3451	2404	1961	2520	3793	1777	2916	1974	1865	2338
ENSSSCG00000001004	178	682	249	720	491	1012	405	1120	16	66	18	47
ENSSSCG00000001005	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001008	58	105	126	145	55	118	157	133	71	67	78	151
ENSSSCG00000001009	1367	2055	1133	2181	925	1729	1009	1590	837	782	662	785
ENSSSCG00000001010	371	403	481	400	357	422	441	385	467	381	424	402
ENSSSCG00000001011	9018	6003	5734	7118	2873	2270	3108	1738	1129	1217	1228	1429
ENSSSCG00000001021	638	589	572	814	466	436	353	516	229	168	152	251
ENSSSCG00000001022	1411	1636	1253	2672	1125	1417	1214	2038	1600	1831	1698	2568
ENSSSCG00000001024	189	269	299	294	151	169	180	200	181	192	164	183
ENSSSCG00000001025	236	961	991	2651	384	886	897	3028	7	8	2	20
ENSSSCG00000001027	3	22	35	31	5	24	28	25	0	13	0	11
ENSSSCG00000001033	67	202	92	186	84	239	96	160	101	152	116	145
ENSSSCG00000001036	13	50	79	78	29	56	88	114	0	0	0	0
ENSSSCG00000001038	627	848	475	727	506	911	396	514	960	980	962	721
ENSSSCG00000001040	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001041	40	110	97	189	65	133	111	148	88	81	152	129
ENSSSCG00000001042	1	3	6	4	2	3	14	8	5	9	6	4
ENSSSCG00000001045	0	2	6	2	1	2	1	0	0	0	0	0
ENSSSCG00000001048	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001049	291	508	343	444	235	650	368	478	318	466	344	449
ENSSSCG00000001052	8735	10035	7227	6245	9055	15288	7242	5402	850	1289	597	1020
ENSSSCG00000001053	93	81	83	74	70	102	79	56	56	81	82	76
ENSSSCG00000001056	595	585	364	760	368	444	417	462	361	412	388	330
ENSSSCG00000001057	117	260	131	289	149	272	122	254	124	147	146	136
ENSSSCG00000001060	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001061	2364	1620	1498	2344	830	799	1088	952	828	987	701	956
ENSSSCG00000001062	91	140	105	118	80	107	86	95	286	254	259	188
ENSSSCG00000001063	386	804	649	647	619	1258	809	839	115	185	68	178
ENSSSCG00000001064	55	354	107	217	78	308	125	205	171	253	79	201
ENSSSCG00000001065	485	329	354	369	273	300	368	211	285	239	196	299
ENSSSCG00000001067	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001068	0	6	88	7	5	11	6	15	2	7	2	6
ENSSSCG00000001070	89	186	190	168	102	217	241	284	119	101	138	129
ENSSSCG00000001072	1	6	3	3	0	9	4	2	1	2	5	4
ENSSSCG00000001073	969	301	178	416	247	222	101	147	129	82	122	80
ENSSSCG00000001074	795	482	293	684	274	406	340	276	228	310	396	316
ENSSSCG00000001075	1215	2063	1425	1728	883	2050	1400	1510	1402	1694	1402	1558
ENSSSCG00000001076	68	375	237	659	68	346	393	749	48	33	21	53
ENSSSCG00000001078	109	254	128	318	110	247	93	224	460	427	481	410
ENSSSCG00000001080	40	57	47	78	42	84	61	68	66	88	96	96
ENSSSCG00000001083	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000001085	1	10	12	6	7	1	4	4	0	1	2	0
ENSSSCG00000001087	58	161	103	193	79	155	109	215	94	102	100	198
ENSSSCG00000001088	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001089	1	0	0	4	0	0	0	0	1	9	2	14
ENSSSCG00000001090	13	78	40	71	28	99	52	90	4	25	2	52
ENSSSCG00000001091	0	1	6	4	0	0	0	0	0	0	0	0
ENSSSCG00000001092	124	221	111	189	112	229	153	229	161	177	136	120
ENSSSCG00000001095	189	261	222	313	154	245	228	288	271	286	305	291
ENSSSCG00000001096	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001097	51	77	37	92	9	35	51	59	27	153	17	87
ENSSSCG00000001098	0	1	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000001099	116	237	221	501	101	234	283	613	21	204	168	179
ENSSSCG00000001100	53	143	80	227	102	393	95	283	223	197	339	243
ENSSSCG00000001101	9	35	0	49	42	37	11	59	0	0	0	0
ENSSSCG00000001105	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001107	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001131	33	26	43	33	24	30	16	12	7	33	23	21
ENSSSCG00000001132	0	0	2	2	0	0	0	0	0	1	0	2
ENSSSCG00000001137	289	168	321	368	120	117	237	212	136	338	146	333
ENSSSCG00000001156	150	164	67	196	97	184	52	142	256	262	636	125
ENSSSCG00000001164	58	98	42	127	42	96	30	80	21	37	44	23
ENSSSCG00000001197	7	2	2	11	4	5	0	7	0	0	1	2
ENSSSCG00000001201	74	208	121	166	94	232	118	87	149	94	99	148
ENSSSCG00000001202	6	20	6	18	6	9	7	16	14	19	4	2
ENSSSCG00000001203	0	2	0	1	1	0	0	0	0	0	0	2
ENSSSCG00000001204	0	2	7	1	1	3	0	4	0	0	0	0
ENSSSCG00000001205	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001206	2	11	6	15	0	2	0	10	1	0	0	0
ENSSSCG00000001207	1	3	2	5	2	5	0	1	0	1	0	0
ENSSSCG00000001209	33	50	8	20	41	42	8	35	33	30	9	8
ENSSSCG00000001211	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001213	3	30	41	30	2	0	17	5	0	0	0	0
ENSSSCG00000001214	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001216	0	1	1	0	0	1	0	0	0	0	0	0
ENSSSCG00000001219	285	431	380	376	241	326	303	258	277	292	300	287
ENSSSCG00000001229	24127	49053	28793	41051	21634	51626	29410	32903	24320	45080	27715	55895
ENSSSCG00000001232	1	1	5	0	0	1	0	4	0	1	8	0
ENSSSCG00000001233	516	673	375	744	382	614	307	550	485	455	384	508
ENSSSCG00000001234	0	2	0	3	0	1	0	12	0	0	0	0
ENSSSCG00000001235	0	0	0	0	0	0	3	0	0	0	0	0
ENSSSCG00000001236	0	2	2	1	0	1	5	0	0	1	0	2
ENSSSCG00000001242	290	620	537	555	321	855	557	574	495	334	562	533
ENSSSCG00000001245	26	53	29	40	29	69	49	41	149	94	143	104
ENSSSCG00000001247	9	23	6	21	7	42	3	26	9	9	9	1
ENSSSCG00000001248	0	0	3	0	0	0	0	0	0	0	0	0
ENSSSCG00000001252	91	192	101	106	62	94	117	124	39	345	80	228
ENSSSCG00000001253	0	0	0	0	0	0	6	3	0	2	0	0
ENSSSCG00000001254	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001256	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001297	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001304	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001341	3457	5388	3585	3301	3436	6021	3375	2795	5192	5708	5747	4710
ENSSSCG00000001342	111	124	88	139	71	98	74	106	113	88	104	73
ENSSSCG00000001346	284	572	308	728	290	446	302	591	547	555	663	608
ENSSSCG00000001347	646	1017	474	1391	412	819	370	1056	359	403	261	204
ENSSSCG00000001362	277	417	353	468	184	526	295	309	220	260	324	297
ENSSSCG00000001372	311	536	290	568	283	581	285	626	355	324	312	449
ENSSSCG00000001376	114	266	161	263	108	263	156	199	193	190	354	225
ENSSSCG00000001379	3187	1843	2355	2219	1655	1561	1890	1907	4825	3751	5335	5804
ENSSSCG00000001382	122	430	396	1022	213	467	562	1442	4	21	2	24
ENSSSCG00000001384	143	298	281	232	154	311	203	191	185	280	287	311
ENSSSCG00000001388	0	6	3	20	2	11	3	6	0	0	0	0
ENSSSCG00000001391	1	4	0	1	2	0	0	0	2	0	1	1
ENSSSCG00000001392	11	25	24	29	14	18	20	28	34	60	66	121
ENSSSCG00000001393	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001394	107	104	120	142	49	120	81	53	51	96	120	65
ENSSSCG00000001395	14	36	26	28	9	35	30	11	4	39	44	38
ENSSSCG00000001396	1240	1264	1139	1014	916	1141	866	616	723	1128	750	1060
ENSSSCG00000001398	785	1279	665	1082	790	1419	557	765	786	1086	575	1011
ENSSSCG00000001400	5107	3953	3822	5259	3185	3150	3433	3244	3979	3963	4580	4204
ENSSSCG00000001401	2	0	1	1	0	7	7	0	1	1	1	1
ENSSSCG00000001402	23	80	49	91	22	88	37	53	75	63	117	99
ENSSSCG00000001403	2	0	1	2	0	3	2	4	1	0	0	0
ENSSSCG00000001404	188	566	295	589	75	355	313	159	1050	355	774	247
ENSSSCG00000001407	0	0	0	1	1	0	0	0	0	1	0	4
ENSSSCG00000001409	2598	2702	1701	3246	1334	1860	1435	2159	1260	1441	1269	1565
ENSSSCG00000001410	938	1378	779	1526	653	1124	679	1057	1220	1262	1241	1319
ENSSSCG00000001411	13	17	21	14	8	12	5	5	7	15	13	12
ENSSSCG00000001413	160	243	130	276	110	180	141	204	159	204	228	260
ENSSSCG00000001414	456	541	409	617	308	541	296	392	527	538	525	482
ENSSSCG00000001416	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001418	572	453	365	448	513	543	253	444	925	796	792	1052
ENSSSCG00000001419	7	89	70	231	28	72	100	196	3	4	3	3
ENSSSCG00000001420	139	257	209	183	153	310	194	162	366	358	472	426
ENSSSCG00000001421	8	16	10	17	9	32	7	16	11	8	18	6
ENSSSCG00000001422	51	93	72	30	140	169	65	76	130	138	156	109
ENSSSCG00000001423	142	252	139	264	128	204	157	216	370	309	347	332
ENSSSCG00000001424	425	644	423	697	307	476	320	373	494	540	623	447
ENSSSCG00000001425	35	83	54	96	31	95	79	107	115	100	125	81
ENSSSCG00000001426	149	218	138	233	74	111	97	154	136	92	102	131
ENSSSCG00000001427	151	563	552	1289	181	1062	501	1815	20	949	181	590
ENSSSCG00000001428	0	0	0	1	0	0	0	0	0	1	0	0
ENSSSCG00000001430	431	662	512	672	382	576	369	496	957	831	1162	854
ENSSSCG00000001431	15	21	13	19	9	7	4	11	13	20	16	27
ENSSSCG00000001433	16	34	51	43	15	54	26	81	80	32	182	61
ENSSSCG00000001434	4	11	88	47	2	35	40	60	1	3	1	6
ENSSSCG00000001435	104	104	81	154	73	127	89	135	628	334	818	501
ENSSSCG00000001436	120	186	95	172	86	138	113	147	226	182	191	219
ENSSSCG00000001437	12	19	10	17	9	3	4	5	6	14	2	20
ENSSSCG00000001438	6	10	7	10	5	10	14	3	3	9	7	2
ENSSSCG00000001439	93	128	63	97	34	61	52	66	74	66	91	84
ENSSSCG00000001440	78	138	59	597	25	54	61	342	17	37	27	53
ENSSSCG00000001441	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001444	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001447	0	0	0	0	0	0	0	0	0	0	0	2
ENSSSCG00000001453	69332	64943	64246	53723	50159	44405	45352	29068	28398	40009	40884	34772
ENSSSCG00000001455	15423	15641	15564	11945	11387	10446	11426	6912	8306	11357	11742	8920
ENSSSCG00000001456	64931	66743	70104	48746	43464	44184	49294	23164	42584	45352	52926	37184
ENSSSCG00000001457	48292	44145	40209	29914	33333	27933	29390	15745	23800	25327	23788	20647
ENSSSCG00000001458	10	189	143	95	6	74	127	69	7	123	125	91
ENSSSCG00000001459	21	71	28	15	12	61	32	16	9	39	15	26
ENSSSCG00000001463	184	466	229	340	152	383	279	283	402	940	647	680
ENSSSCG00000001469	1830	3965	2429	2287	2349	3748	2336	1640	3908	4715	5479	4017
ENSSSCG00000001470	1754	3455	1874	2057	1653	2587	1523	996	2484	3419	3233	2918
ENSSSCG00000001471	2876	4157	2953	4836	1609	3784	2618	4083	2540	2146	2744	2456
ENSSSCG00000001472	639	862	668	528	642	823	586	367	669	844	948	808
ENSSSCG00000001473	6	5	185	2	4	4	148	3	2	0	4	16
ENSSSCG00000001474	96	239	135	212	117	220	152	173	114	148	156	161
ENSSSCG00000001475	579	1027	560	1333	563	836	563	1249	616	718	570	718
ENSSSCG00000001476	67	110	70	88	61	135	74	76	190	181	169	182
ENSSSCG00000001477	330	403	298	339	212	367	243	262	373	296	323	282
ENSSSCG00000001478	3	4	15	9	4	5	14	10	0	1	1	10
ENSSSCG00000001479	0	2	2	5	1	0	4	8	0	0	0	0
ENSSSCG00000001480	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001481	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001483	27	133	198	281	49	104	179	291	0	5	0	2
ENSSSCG00000001484	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001485	0	0	4	0	0	0	0	0	0	0	0	3
ENSSSCG00000001486	31	92	60	162	40	95	67	202	2	6	1	28
ENSSSCG00000001487	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000001488	256	314	698	461	333	297	580	482	180	259	133	174
ENSSSCG00000001490	0	0	1	0	0	1	0	0	0	0	0	0
ENSSSCG00000001493	34	35	43	55	37	50	29	67	41	83	108	99
ENSSSCG00000001497	62	263	156	229	104	284	148	256	92	143	153	195
ENSSSCG00000001498	0	1	3	1	0	0	0	4	1	0	0	1
ENSSSCG00000001499	436	709	1178	994	436	839	623	1307	84	299	47	513
ENSSSCG00000001500	3	88	61	77	7	134	51	207	8	27	7	82
ENSSSCG00000001501	114	238	206	205	115	234	238	199	249	265	309	271
ENSSSCG00000001502	2453	4616	3237	3667	1815	3640	2929	2861	3113	4055	2923	4019
ENSSSCG00000001503	40	31	25	52	15	35	35	16	44	26	55	15
ENSSSCG00000001504	1	3	5	3	0	12	6	0	3	5	1	4
ENSSSCG00000001505	78	105	94	124	86	123	73	118	164	184	151	141
ENSSSCG00000001506	145	160	133	213	135	176	154	121	155	121	148	125
ENSSSCG00000001507	1126	1335	1002	1401	1099	1231	895	1089	1781	2188	1965	1890
ENSSSCG00000001509	397	436	387	490	256	372	276	313	473	336	478	369
ENSSSCG00000001510	2	5	4	5	1	0	4	2	11	13	15	25
ENSSSCG00000001511	201	209	242	262	136	294	177	272	262	134	244	189
ENSSSCG00000001512	77	159	121	154	129	158	116	116	290	264	243	259
ENSSSCG00000001513	17	15	93	42	13	36	65	72	13	44	7	55
ENSSSCG00000001516	164	332	148	260	158	318	143	195	619	625	500	562
ENSSSCG00000001517	1	4	4	5	4	3	8	0	1	1	2	8
ENSSSCG00000001518	174	532	604	1243	317	584	717	1579	7	48	19	131
ENSSSCG00000001520	374	615	351	531	344	672	333	521	408	353	332	362
ENSSSCG00000001521	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000001523	0	0	0	0	1	0	4	0	0	0	0	0
ENSSSCG00000001527	1339	1262	1227	1357	785	1086	1018	881	1166	1320	1056	1192
ENSSSCG00000001531	264	253	218	267	194	187	220	214	255	281	210	266
ENSSSCG00000001532	102	200	77	179	55	108	86	76	105	154	114	145
ENSSSCG00000001533	70	116	56	147	44	99	79	108	96	125	117	130
ENSSSCG00000001534	192	370	342	478	159	313	408	545	328	454	462	472
ENSSSCG00000001535	28	41	28	32	18	33	25	13	16	10	16	14
ENSSSCG00000001536	20	7	81	49	58	15	45	49	0	0	0	0
