NCBI_GeneID_pig,NCBI_GeneID_human,Ensembl_GeneID_pig,Ensembl_GeneID_human,geneName_pig,geneName_human,group,BvsA_log2FoldChange,BvsA_pvalue,BvsA_padj,Avg_norm_nose,Avg_norm_lung,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4
100626182,4345,ENSSSCG00000027820,ENSG00000091972,CD200,CD200,H,-0.813048428,0.120407989,0.622835944,109.9388991,53.02003219,156.4200819,69.991849,202.0745179,48.90399631,191.5696194,32.54619991,68.34749093,109.6574371,16.72774256,6.710535517,148.7782102,39.86364043
100155478,135228,ENSSSCG00000004485,ENSG00000156535,CD109,CD109,H,-0.751811977,0.284648971,0.800747743,66.17051093,18.37338538,66.17772697,14.73512611,141.3200877,119.3832851,112.3629498,11.99070523,32.27520405,31.11900243,10.25248737,7.549352456,49.04776162,6.643940072
100513519,923,ENSSSCG00000013111,ENSG00000013725,CD6,CD6,H,-0.739045183,0.25182487,0.78090794,55.37554333,30.25987397,51.13733448,50.65199599,46.22619691,66.1642303,112.3629498,8.564789451,18.98541415,88.91143552,1.079209197,2.935859288,35.96835852,81.05606888
397161,941,ENSSSCG00000011899,ENSG00000121594,CD80,CD80,H,-0.699476656,0.207070746,0.740841434,64.72461979,22.90973185,73.69792322,23.02363454,83.20715444,76.23270012,99.46884083,10.27774734,30.37666264,121.5122952,10.79209197,4.194084698,26.1588062,50.49394455
396785,909,ENSSSCG00000025644,ENSG00000158477,,CD1A,H,-0.668052856,0.577720283,0.9405392,19.01896178,3.995759801,16.54443174,10.1303992,54.15068781,11.50682266,0,11.13422629,1.265694277,47.41943227,3.237627592,2.935859288,9.809552323,0
733702,948,ENSSSCG00000015405,ENSG00000135218,CD36,CD36,H,-0.609216168,0.599119601,0.951685084,40.29318117,21.70546987,0,29.47025221,54.15068781,73.35599446,86.57473184,25.69436835,10.12555421,42.9738605,0,6.710535517,80.11134397,0
100038007,912,ENSSSCG00000006452,ENSG00000158473,,CD1D,H,-0.609184176,0.573809315,0.939221816,53.31642406,12.37139619,33.08886349,27.62836145,14.52823332,21.57529249,248.6721021,0,11.39124849,69.64729115,2.698022993,7.549352456,39.23820929,0
100520023,939,ENSSSCG00000000705,ENSG00000139193,CD27,CD27,H,-0.602874798,0.609767556,0.953118064,29.87356031,7.895362271,85.73023721,16.57701687,19.81122725,61.8491718,49.73442042,0.856478945,4.429929968,0,7.014859783,1.677633879,22.88895542,0
100154585,23607,ENSSSCG00000030197,ENSG00000198087,CD2AP,CD2AP,H,-0.587250303,0.107627183,0.597969818,211.3622852,107.3703613,227.1099267,128.9323534,359.2435874,238.7665702,440.2417215,49.67577881,33.54089833,213.3874452,28.05943913,8.388169396,268.1277635,124.9060734
396743,1604,ENSSSCG00000015664,ENSG00000196352,,CD55,H,-0.560253967,0.281001124,0.795568609,93.41406879,64.4721543,130.8514147,129.8532988,150.5653271,58.97246613,128.94109,37.68507358,17.08687273,93.35700729,7.554464381,6.710535517,179.8417926,63.78182469
397441,942,ENSSSCG00000011877,ENSG00000114013,CD86,CD86,H,-0.555694425,0.406221704,0.874685427,92.11987555,31.67492987,61.66560922,3.683781526,73.96191506,71.91764163,239.4620242,29.12028413,17.08687273,240.0608759,3.777232191,11.32402868,63.7620901,47.83636852
397644,4064,ENSSSCG00000016957,ENSG00000134061,CD180,CD180,H,-0.53582846,0.768347451,0.974185554,12.07647994,2.442639524,1.504039249,0,0,0,60.78651384,2.569436835,0.632847138,31.11900243,0.539604599,1.258225409,0,7.972728086
100511702,952,ENSSSCG00000008742,ENSG00000004468,CD38,CD38,H,-0.485092826,0.32961406,0.841905793,134.5686086,62.82526137,166.9483567,39.60065141,155.848321,155.3421059,241.3040398,12.84718418,51.2606182,253.3975912,8.09406898,15.09870491,111.1749263,116.9333453
100513336,921,ENSSSCG00000013115,ENSG00000110448,CD5,CD5,H,-0.418002744,0.475725032,0.900729522,68.71680427,21.97984964,153.4120034,21.18174378,59.43368174,83.42446429,134.4671367,6.85183156,18.35256701,72.61100567,15.64853336,4.613493168,27.79373158,39.86364043
