NCBI_GeneID_pig,NCBI_GeneID_human,Ensembl_GeneID_pig,Ensembl_GeneID_human,geneName_pig,geneName_human,group,BvsA_log2FoldChange,CvsA_log2FoldChange,CvsB_log2FoldChange,BvsA_pvalue,CvsA_pvalue,CvsB_pvalue,BvsA_padj,CvsA_padj,CvsB_padj,Avg_norm_A,Avg_norm_B,Avg_norm_C,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,cell type
445528,3108,ENSSSCG00000001470,ENSG00000204257,SLA-DMA,HLA-DMA,A,-0.213208194,0.479571842,0.692780035,0.468629573,0.102799751,0.018488512,1,0.244568641,0.059539227,2599.0456,1661.426086,3111.617592,1395.914434,4454.679227,1762.965483,2782.623254,1132.128734,3126.088808,1312.706593,1074.780212,2371.028898,3625.156428,3231.428054,3218.856989,
100157996,3111,ENSSSCG00000001472,ENSG00000204252,SLA-DOA,HLA-DOA,A,0.036525695,0.306169447,0.269643752,0.908273561,0.333614038,0.394688811,1,0.590641547,0.658328729,740.6591204,583.8289724,843.0780205,508.5457943,1111.413457,628.4209938,714.2562364,439.7015409,994.499841,505.086056,396.0284515,638.5742081,894.8909111,947.5390644,891.3078983,
100516016,6367,ENSSSCG00000002821,ENSG00000102962,CCL22,CCL22,B,-1.912590487,-6.140807423,-4.228216936,0.039834866,1.92E-10,1.20E-05,0.963702768,4.46E-09,9.95E-05,483.7043282,85.85033512,8.136382215,712.2824505,137.9596751,504.241995,580.3331921,167.7988747,4.833535072,101.7067485,69.06218228,1.909040981,5.30148644,10.99465159,14.34034985,
494464,6363,ENSSSCG00000010966,ENSG00000172724,CCL19,CCL19,B,0.434254613,0.137053293,-0.29720132,0.520300004,0.83933954,0.659720465,1,0.942417619,0.88767037,66.19120311,75.47531095,69.66694087,26.26292834,56.73108133,88.43049912,93.34030362,15.75254742,41.08504811,68.09180619,176.9718421,9.545204904,126.1753773,46.97714771,95.9700336,
553951,6364,ENSSSCG00000016254,ENSG00000115009,CCL20,CCL20,B,-0.126409866,-2.903221417,-2.776811551,0.877978201,0.000777277,0.001332991,1,0.004012895,0.006362525,47.88756414,32.43962083,6.867894212,32.62969885,9.025399303,80.9044992,68.9906592,32.87488157,8.458686375,38.78647188,49.63844352,5.727122942,5.30148644,0.999513781,15.44345368,
554303,56477,ENSSSCG00000016871,ENSG00000151882,CCL28,CCL28,B,0.782152058,-9.565112984,-10.34726504,0.399623207,3.97E-12,6.00E-14,1,1.25E-10,2.56E-12,228.0162935,255.1071408,0,23.07954309,199.8481274,14.11124986,675.0262537,19.86190761,240.4683698,148.2505147,611.8477712,0,0,0,0,
397422,6347,ENSSSCG00000017723,ENSG00000108691,CCL2,CCL2,B,0.236676682,-0.719031589,-0.955708271,0.701582318,0.244586314,0.121949709,1,0.472569795,0.275115213,1204.786129,1103.692066,689.7534,243.5289719,1317.708298,1864.566482,1393.340764,230.8090643,1185.424476,1821.240335,1177.294389,245.311766,1041.211937,288.8594827,1183.630414,
780408,6361,ENSSSCG00000023852,ENSG00000102970,CCL17,CCL17,B,-2.314882949,-4.169695992,-1.854813043,0.000172558,3.61E-07,0.035205628,0.057030432,4.35E-06,0.101576812,27.73008041,4.385888065,1.320330684,13.52938733,33.5229117,17.87424982,45.9937728,2.739573464,7.250302607,0,7.553676187,0.95452049,2.120594576,0,2.206207669,
414374,1230,ENSSSCG00000011322,ENSG00000163823,CCR1,CCR1,B,-0.908381793,-0.091453476,0.816928318,0.051493144,0.844489663,0.079907577,1,0.942417619,0.197370559,3433.17245,1225.591846,2336.639398,1335.430114,5094.193235,566.3314944,6736.734957,785.5726907,2323.721986,519.7387232,1273.333986,1979.675497,2986.85746,2696.688181,1683.336451,
396663,1236,ENSSSCG00000017466,ENSG00000126353,CCR7,CCR7,B,-0.973812171,-5.58059721,-4.606785038,0.250205477,4.80E-11,5.66E-08,1,1.23E-09,7.79E-07,7231.239065,2695.388089,191.7551894,13178.4191,2940.99083,8184.524919,4621.021408,5035.336026,722.6134932,3994.144682,1029.458155,96.40656953,165.4063769,276.8653173,228.3424937,
414370,9034,ENSSSCG00000023557,ENSG00000121797,CCRL2,CCRL2,B,-0.899685521,0.721635425,1.621320946,0.005844532,0.023233784,5.74E-07,0.426193265,0.072695596,6.39E-06,174.7790761,65.62894629,237.1508342,71.62616821,272.0513218,133.5864987,221.8523159,34.2446683,89.42039882,87.05408133,51.79663671,202.358344,270.3758085,293.8570516,182.0121327,
414372,729230,ENSSSCG00000024311,ENSG00000121807,CCR2,CCR2,B,-3.121294044,-3.98339907,-0.862105026,8.74E-08,1.03E-11,0.143152304,0.000137695,2.99E-10,0.311866808,1590.733419,128.6751734,81.51240869,819.7217028,2604.47237,307.625247,2631.114356,38.35402849,60.4191884,109.4640429,306.4634339,31.49917618,114.5121071,50.97520283,129.0631486,
414371,1234,ENSSSCG00000024344,ENSG00000160791,CCR5,CCR5,B,-0.355083762,-2.612748773,-2.257665011,0.463963741,7.90E-08,3.52E-06,1,1.07E-06,3.30E-05,1675.512117,1020.102579,257.9297525,923.1817236,2636.705939,1486.384985,1655.775821,471.2066358,1804.116965,1251.510159,553.5765549,93.54300806,402.9129695,103.9494332,431.3135993,
,1235,ENSSSCG00000024562,ENSG00000112486,CCR6,CCR6,B,-0.674854003,-5.52891978,-4.854065777,0.187200784,5.78E-21,1.89E-16,1,6.97E-19,1.17E-14,309.229459,126.6704048,6.328683989,276.9545171,340.386488,142.0532486,477.5235823,171.2233415,126.8802956,75.84910057,132.7288816,2.863561471,7.422081016,3.998055124,11.03103834,
100518910,23765,ENSSSCG00000000765,ENSG00000177663,IL17RA,IL17RA,D,0.154736873,-0.236352407,-0.39108928,0.308660049,0.121190173,0.010370265,1,0.278054847,0.036643749,727.8578503,613.6041622,508.3418919,354.9474558,1098.520029,417.6929959,1040.27092,299.2984009,1060.960948,441.3038578,652.8534419,480.1238067,541.8119142,458.7768255,552.6550211,
396589,3603,ENSSSCG00000001787,ENSG00000172349,IL16,IL16,D,0.125189948,0.388699227,0.263509279,0.782410209,0.389858211,0.560125938,1,0.659287332,0.812628045,159.6522283,141.6703973,162.7103103,40.58816198,308.1529191,107.2454989,182.6223332,26.71084127,344.3893739,106.0163565,89.56501765,123.1331433,173.8887552,204.9003251,148.9190177,
100522257,259307,ENSSSCG00000003192,ENSG00000104951,IL4I1,IL4I1,D,-0.597039637,-1.288288123,-0.691248486,0.017817541,3.67E-07,0.006634673,0.720976724,4.41E-06,0.02515749,628.3002633,327.6519111,239.2423666,512.5250258,716.8745732,447.7969956,836.0044585,215.7414103,496.6457286,293.9152647,304.3052407,199.4947825,237.5065925,240.8828212,279.0852701,
397178,3595,ENSSSCG00000003799,ENSG00000081985,IL12RB2,IL12RB2,D,0.686727301,0.357779465,-0.328947835,0.429124139,0.680636387,0.704301662,1,0.919234334,0.921573778,46.70493852,57.34063107,50.28147753,12.73354101,99.27939233,20.69649979,54.11032094,7.533827025,131.7138307,62.05835501,28.05651155,4.772602452,39.23099966,5.997082686,151.1252253,
733613,149233,ENSSSCG00000003801,ENSG00000162594,IL23R,IL23R,D,0.404524872,-2.661959402,-3.066484273,0.622771298,0.001488419,0.000250858,1,0.007061632,0.001483932,116.7278085,119.6870008,19.15134726,116.9894081,199.8481274,74.31924926,75.75444932,133.5542064,211.4671594,51.71529584,82.01134146,2.863561471,56.19575627,0.999513781,16.54655752,
100622457,53832,ENSSSCG00000004157,ENSG00000016402,IL20RA,IL20RA,D,0.764126763,-7.353795027,-8.11792179,0.208673902,5.03E-10,6.08E-12,1,1.10E-08,1.82E-10,43.45693057,52.89322027,0,9.550155761,63.17779512,13.17049987,87.92927153,10.95829386,64.0443397,27.58149111,108.9887564,0,0,0,0,
100518643,90865,ENSSSCG00000005203,ENSG00000137033,IL33,IL33,D,-0.885992956,-3.521896287,-2.635903331,0.50126899,0.007850849,0.04677046,1,0.029191027,0.127902509,226.7051097,139.4913351,25.27377334,456.0199376,52.86305306,27.28174973,370.6556984,26.02594791,44.71019941,57.74874702,429.4804461,0.95452049,30.74862135,0.999513781,68.39243774,
397253,3574,ENSSSCG00000006161,ENSG00000104432,IL7,IL7,D,-0.790060082,1.299271304,2.089331387,0.29319317,0.068942608,0.004626604,1,0.177653796,0.018512739,14.55001511,6.120610551,35.51874411,20.69200415,20.62948412,4.703749953,12.17482221,7.533827025,7.250302607,8.619215973,1.079096598,39.13534011,24.38683763,50.97520283,27.57759586,
100518723,50615,ENSSSCG00000007816,ENSG00000103522,IL21R,IL21R,D,-0.489272417,-3.43004968,-2.940777264,0.517221722,6.45E-06,0.000110625,1,5.82E-05,0.000721188,590.8553176,352.4757792,67.49386852,908.0606436,379.0667707,467.5527454,608.7411106,415.0453798,428.9762376,272.3672248,293.5142747,4.772602452,85.88408033,25.98735831,153.331433,
397614,3566,ENSSSCG00000007817,ENSG00000077238,IL4R,IL4R,D,-0.238513995,-1.261028593,-1.022514598,0.459285489,9.23E-05,0.001524859,1,0.000619825,0.007168134,4860.338631,3265.816946,1864.723758,4468.67705,6163.058381,2256.859228,6552.759866,2380.004447,5134.42263,1978.110066,3570.730643,1872.769202,2076.06209,1458.290607,2051.773132,
396565,3553,ENSSSCG00000008087,ENSG00000125538,IL1B2,IL1B,D,-4.012972239,-6.952659598,-2.939687359,NA,NA,NA,NA,NA,NA,15.24070696,0.684893366,0,53.321703,1.289342758,0.940749991,5.411032094,2.739573464,0,0,0,0,0,0,0,
110258578,3553,ENSSSCG00000008088,ENSG00000125538,IL1B,IL1B,D,-3.0816472,-6.874010127,-3.792362927,NA,NA,NA,NA,NA,NA,23.65623139,2.620419814,0.265074322,79.58463134,3.868028273,8.466749916,2.705516047,5.479146928,2.416767536,2.585764792,0,0,1.060297288,0,0,
397094,3552,ENSSSCG00000008090,ENSG00000115008,IL1A,IL1A,D,-1.49181754,-0.257348902,1.234468638,0.040423884,0.723652988,0.089917728,0.968802113,0.93806352,0.21704608,6228.383555,1817.141855,5955.078274,11487.24569,2756.614816,4808.173202,5861.500516,2250.5596,1429.517997,2567.664438,1020.825382,9423.026281,4253.91272,7383.4083,2759.965794,
