baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSSSCG00000000295	3199.77644653301	0.515818928177113	0.236040651005141	2.18529700702223	0.0288670767087574	0.0862644405482206
ENSSSCG00000000296	0	NA	NA	NA	NA	NA
ENSSSCG00000000297	271.204674776191	-0.1975827914003	0.273488119250039	-0.722454752119082	0.470014934857713	0.735589706726448
ENSSSCG00000000298	1.4146337995088	-2.26913182873418	3.25987153821422	-0.696080137555737	0.486378644688584	0.751669417626802
ENSSSCG00000000299	2.59230657626183	-1.28361861086684	1.72983897919157	-0.742045141951148	0.458059985445367	0.722953644131636
ENSSSCG00000000312	0	NA	NA	NA	NA	NA
ENSSSCG00000000318	0	NA	NA	NA	NA	NA
ENSSSCG00000000327	0	NA	NA	NA	NA	NA
ENSSSCG00000000332	0	NA	NA	NA	NA	NA
ENSSSCG00000000333	0	NA	NA	NA	NA	NA
ENSSSCG00000000352	0	NA	NA	NA	NA	NA
ENSSSCG00000000353	0	NA	NA	NA	NA	NA
ENSSSCG00000000359	154.63689410639	0.120055338632897	0.259937754958736	0.461861874016551	0.644180376388874	0.875072815775335
ENSSSCG00000000361	5844.97637048587	-0.528856929703887	0.316120035082945	-1.67296239090041	0.0943347000475692	0.225634684098837
ENSSSCG00000000362	0.640419796363662	1.85774517943483	2.85165840630894	0.651461330475205	0.514748731408956	0.778140562712804
ENSSSCG00000000363	22.7219344942773	-4.09441362926711	0.790854468399938	-5.17720237144382	2.25237858138332e-07	2.72774760704052e-06
ENSSSCG00000000364	29.0204025606808	0.156319903121387	0.387431286850958	0.403477747994891	0.686596801278833	0.907272100900615
ENSSSCG00000000365	357.691987438128	0.829304600823698	0.23786214320135	3.4864925946694	0.00048939893307236	0.00266284480551931
ENSSSCG00000000366	780.038263593511	0.379606013349183	0.272569302225289	1.39269539984889	0.163711920276104	0.346623368296925
ENSSSCG00000000367	176.365792216446	-0.818762766075396	0.336912509815589	-2.43019401839234	0.0150907421538221	0.0503786897155375
ENSSSCG00000000368	423.201015312091	-0.485582290737317	0.677232980725684	-0.717009219215809	0.473368408135364	0.73841291497425
ENSSSCG00000000370	65.9994589171241	-1.97027452596169	0.522293342928754	-3.77235236220588	0.000161715657665053	0.00100659645844915
ENSSSCG00000000371	1.29415776568659	-1.78006885327796	1.67052126080619	-1.06557689210068	0.286614949653023	0.525080637759507
ENSSSCG00000000376	102.993004555978	-1.98430209473974	0.28189739506469	-7.0390934058982	1.9349463325506e-12	6.31353269112969e-11
ENSSSCG00000000377	1059.88429648395	0.246180133453005	0.127768996219304	1.92675954838416	0.0540096028674605	0.143542253224012
ENSSSCG00000000379	742.678803643693	0.700395414492577	0.182607513135413	3.83552353606173	0.000125297106170162	0.000804343045906262
ENSSSCG00000000382	872.103323392626	-0.422350537218776	0.137307698914907	-3.07594213985421	0.00209838560597732	0.00941493747582249
ENSSSCG00000000383	225.216140852115	-0.910470548278724	0.212067744317597	-4.29330047909213	1.7603650912104e-05	0.000140685027628675
ENSSSCG00000000384	111.615186876985	-0.0336937680401253	0.244246801291236	-0.137949679840226	0.890280186873257	0.994400639013984
ENSSSCG00000000385	6.20292574124754	-1.25013232110186	0.88478915584553	-1.41291550969248	0.157680568209699	0.336706182074296
ENSSSCG00000000386	393.327647451243	-0.644064442678057	0.218846438323006	-2.94299714271543	0.00325051418316436	0.0137901213513915
ENSSSCG00000000393	846.096100087683	0.23568317296042	0.244353617453336	0.964516815493546	0.334786881999477	0.587137795194393
ENSSSCG00000000394	191.156635186224	0.324679448461812	0.225756600648288	1.43818363462887	0.150381957387682	0.324219456067582
ENSSSCG00000000396	715.18636460341	0.355117417419057	0.245659817235372	1.44556574785208	0.14829903952976	0.32075106808152
ENSSSCG00000000398	1.41894320931914	1.36529703886777	1.51739399017404	0.899764364238173	0.368245662391197	0.626512941552475
ENSSSCG00000000399	43.0290289462304	0.822253158222518	0.363889279499822	2.25962457413621	0.0238445611040049	0.0737285199309136
ENSSSCG00000000400	0.0616025422772898	0	3.81698448996244	0	1	1
ENSSSCG00000000401	0.918004791584912	-2.45880049855673	2.3284098602432	-1.05599986520411	0.290968276446598	0.530070319404982
ENSSSCG00000000402	113.836623270107	-3.12909498827951	0.516124405465434	-6.06267588810829	1.33875275257181e-09	2.59426363457196e-08
ENSSSCG00000000403	2156.39127250575	-0.306456589571853	0.234569247089325	-1.3064653332632	0.191394360648281	0.389498643762432
ENSSSCG00000000405	3541.23302656576	1.17396797755	0.195933079908784	5.99167827146156	2.07686489295408e-09	3.83396743437135e-08
ENSSSCG00000000406	1082.37097564239	0.774210900531784	0.294231918242754	2.63129474584408	0.00850602300734786	0.030991628279439
ENSSSCG00000000411	84.2954683056074	-0.138356746973273	0.467599520080228	-0.295887273257968	0.767316170599539	0.956100678124364
ENSSSCG00000000413	0.578577864272228	-2.33027123158536	2.67631026587095	-0.870702945507337	0.383916369791362	0.645721934941706
ENSSSCG00000000415	0.235782928821365	1.85351864238271	3.7739850566231	0.491130360765447	0.623334249235325	0.860407082623995
ENSSSCG00000000418	1.29126333768643	-0.0916744757997117	1.83674170167568	-0.0499114686164506	0.960192938061273	1
ENSSSCG00000000419	16.4469263757062	2.02012437313219	1.13033652527544	1.78718844163682	NA	NA
ENSSSCG00000000431	324.79422669556	0.0542896997469517	0.238734668538146	0.227406015554364	0.820108043080238	0.979206848939148
ENSSSCG00000000433	169.694045668871	0.433855839903449	0.478967306307151	0.905815144771545	0.365033703581043	0.622443673136319
ENSSSCG00000000435	37.3397023058668	-0.822445964836229	0.611485171853249	-1.34499739763699	0.178626074964547	0.369831959391587
ENSSSCG00000000436	7.93759521987048	1.62927340160125	0.744540863702977	2.18829278691038	0.0286482819809509	0.0856980943170314
ENSSSCG00000000437	164.603156325263	2.45308631142782	0.309851632260846	7.91697075638677	2.43366957745109e-15	1.25612905066877e-13
ENSSSCG00000000439	13.6004650807421	1.91669790289709	0.532530017990433	3.59922978638836	0.000319161078614165	0.00182986280410824
ENSSSCG00000000442	0	NA	NA	NA	NA	NA
ENSSSCG00000000443	8.65984873849808	-1.04936411872613	1.00616908635868	-1.04293019230374	0.296980624997865	0.538066637123681
ENSSSCG00000000444	773.944612381946	0.497532519469354	0.126881076148137	3.92125078517202	8.8090523820701e-05	0.000591436082441017
ENSSSCG00000000449	776.932646154987	1.17673684859949	0.268047624704547	4.39002901031689	1.13335539800885e-05	9.41751235223006e-05
ENSSSCG00000000453	44.1115238850411	2.35275853188111	0.357378769927673	6.58337520261002	4.59886622441311e-11	1.15484519368197e-09
